"Col2","Located","C&G","TRENCH","Surveyors PtNo","E","N","Z","Survey Code","Actual Chainage","Asset Id","KP","Pipeline Section","Utility Type","Utility Description","Operator","Location","Material","Size (mm)","ID","Proven to Underside of Service","Test Point","C&G Code","Trench Code","Proposed Crossing Method","Parallel or Crossed","Design Drawing","DBYD SEQ","Separation (m) (Minimum 600mm clearance to underside of asse","Asset DOC (m)","Pipeline DOC (m)","Depth to Underside of Asset (m)","Crossover","Within","Permit to Excavate Near Assets Required?","Permit/Notification Date","Crossing Permit Required?","Permit/Notification Date 2","Comments","Thrust Block Category"
"","","","","","","","","","","PHW-TB-042","5909.993","PHW","THRUST BLOCK","Type 5","","","DICL","600","","","","","","","","","","","","","","","","","","","","","Bend"
"","","","","","","","","","","PHW-TB-043","6101.187","PHW","THRUST BLOCK","Type 7","","","DICL","600","","","","","","","","","","","","","","","","","","","","","Bend"
"","","","","","","","","","","PHW-TB-044","6181.401","PHW","THRUST BLOCK","Type 7","","","MSCL","650","","","","","","","","","","","","","","","","","","","","","Bend"
"","","","","","","","","","","PHW-TB-045","7780.848","PHW","THRUST BLOCK","Type 7","","","DICL","600","","","","","","","","","","","","","","","","","","","","","Bend"
"","","","","","","","","","","PHW-TB-046","7936.403","PHW","THRUST BLOCK","Type 4","","","DICL","600","","","","","","","","","","","","","","","","","","","","","Bend"
"","","","","","","","","","","PHW-TB-047","8345.315","PHW","THRUST BLOCK","Type 7","","","DICL","600","","","","","","","","","","","","","","","","","","","","","Bend"
"","","","","","","","","","","PHW-TB-048","8350.305","PHW","THRUST BLOCK","Type 5","","","DICL","600","","","","","","","","","","","","","","","","","","","","","Bend"
"","","","","","","","","","","PHW-TB-049","8676.185","PHW","THRUST BLOCK","Type 7","","","DICL","600","","","","","","","","","","","","","","","","","","","","","Bend"
"","","","","","","","","","","PHW-TB-050","8768.417","PHW","THRUST BLOCK","Type 5","","","DICL","600","","","","","","","","","","","","","","","","","","","","","Bend"
"","","","","","","","","","","PHW-TB-051","9056.494","PHW","THRUST BLOCK","Type 5","","","DICL","600","","","","","","","","","","","","","","","","","","","","","Bend"
"","","","","","","","","","","PHW-TB-052","9146.86","PHW","THRUST BLOCK","Type 7","","","DICL","600","","","","","","","","","","","","","","","","","","","","","Bend"
"","","","","","","","","","","PHW-TB-053","9411.852","PHW","THRUST BLOCK","Type 7","","","DICL","600","","","","","","","","","","","","","","","","","","","","","Bend"
"","","","","","","","","","","PHW-TB-054","9422.385","PHW","THRUST BLOCK","Type 4","","","DICL","600","","","","","","","","","","","","","","","","","","","","","Bend"
"","","","","","","","","","","PHW-TB-055","9885.483","PHW","THRUST BLOCK","Type 10","","","DICL","600","","","","","","","","","","","","","","","","","","","","","Bend"
"","","","","","","","","","","PHW-TB-056","9979.18","PHW","THRUST BLOCK","Type 6","","","DICL","600","","","","","","","","","","","","","","","","","","","","","Bend"
"","","","","","","","","","","PHW-TB-057","9984.731","PHW","THRUST BLOCK","Type 4","","","DICL","600","","","","","","","","","","","","","","","","","","","","","Bend"
"","","","","","","","","","","PHW-TB-058","10177.634","PHW","THRUST BLOCK","Type 4","","","DICL","600","","","","","","","","","","","","","","","","","","","","","Bend"
"","","","","","","","","","","PHW-TB-059","10319.973","PHW","THRUST BLOCK","Type 4","","","DICL","600","","","","","","","","","","","","","","","","","","","","","Bend"
"","","","","","","","","","","PHW-TB-060","10337.161","PHW","THRUST BLOCK","Type 6","","","DICL","600","","","","","","","","","","","","","","","","","","","","","Bend"
"","","","","","","","","","","PHW-TB-061","10378.599","PHW","THRUST BLOCK","Type 4","","","DICL","600","","","","","","","","","","","","","","","","","","","","","Bend"
"","","","","","","","","","","PHW-TB-062","10459.505","PHW","THRUST BLOCK","Type 1","","","DICL","600","","","","","","","","","","","","","","","","","","","","","Bend"
"","","","","","","","","","","PHW-TB-063","10699.881","PHW","THRUST BLOCK","Type 3","","","DICL","600","","","","","","","","","","","","","","","","","","","","","Bend"
"","","","","","","","","","","PHW-TB-064","11370.095","PHW","THRUST BLOCK","Type 6","","","DICL","600","","","","","","","","","","","","","","","","","","","","","Bend"
"","","","","","","","","","","PHW-TB-065","11382.203","PHW","THRUST BLOCK","Type 4","","","MSCL","650","","","","","","","","","","","","","","","","","","","","","Bend"
"","","","","","","","","","","PHW-TB-066","11589.46","PHW","THRUST BLOCK","Type 4","","","MSCL","650","","","","","","","","","","","","","","","","","","","","","Bend"
"","","","","","","","","","","PHW-TB-067","13230.192","PHW","THRUST BLOCK","Type 4","","","DICL","600","","","","","","","","","","","","","","","","","","","","","Bend"
"","","","","","","","","","","PHW-TB-068","13238.609","PHW","THRUST BLOCK","Type 7","","","DICL","600","","","","","","","","","","","","","","","","","","","","","Bend"
"","","","","","","","","","","PHW-TB-069","13674.348","PHW","THRUST BLOCK","Type 1","","","DICL","600","","","","","","","","","","","","","","","","","","","","","Bend"
"","","","","","","","","","","PHW-TB-070","14107.829","PHW","THRUST BLOCK","Type 1","","","DICL","600","","","","","","","","","","","","","","","","","","","","","Bend"
"","","","","","","","","","","PHW-TB-071","14119.348","PHW","THRUST BLOCK","Type 10","","","DICL","600","","","","","","","","","","","","","","","","","","","","","Bend"
"","","","","","","","","","","PHW-TB-072","17043.684","PHW","THRUST BLOCK","Type 1","","","MSCL","650","","","","","","","","","","","","","","","","","","","","","Bend"
"","","","","","","","","","","PHW-TB-073","18060.322","PHW","THRUST BLOCK","Type 1","","","DICL","600","","","","","","","","","","","","","","","","","","","","","Bend"
"","","","","","","","","","","PHW-TB-074","18066.852","PHW","THRUST BLOCK","Type 4","","","DICL","600","","","","","","","","","","","","","","","","","","","","","Bend"
"","","","","","","","","","","PHW-TB-075","18577.023","PHW","THRUST BLOCK","Type 4","","","DICL","600","","","","","","","","","","","","","","","","","","","","","Bend"
"","","","","","","","","","","PHW-TB-076","18590.921","PHW","THRUST BLOCK","Type 11","","","DICL","600","","","","","","","","","","","","","","","","","","","","","Bend"
"","","","","","","","","","","PWG-TB-001","0.548","PWG","THRUST BLOCK","Type 9","","","DICL","375","","","","","","","","","","","","","","","","","","","","","Bend"
"","","","","","","","","","","PWG-TB-002","14.172","PWG","THRUST BLOCK","Type 5","","","DICL","375","","","","","","","","","","","","","","","","","","","","","Bend"
"","","","","","","","","","","PWG-TB-003","42.513","PWG","THRUST BLOCK","Type 7","","","DICL","375","","","","","","","","","","","","","","","","","","","","","Bend"
"","","","","","","","","","","PWG-TB-004","228.027","PWG","THRUST BLOCK","Type 6","","","DICL","375","","","","","","","","","","","","","","","","","","","","","Bend"
"","","","","","","","","","","PWG-TB-005","323.528","PWG","THRUST BLOCK","Type 6","","","DICL","375","","","","","","","","","","","","","","","","","","","","","Bend"
"","","","","","","","","","","PWG-TB-006","424.209","PWG","THRUST BLOCK","Type 7","","","DICL","375","","","","","","","","","","","","","","","","","","","","","Bend"
"","","","","","","","","","","PWG-TB-007","611.583","PWG","THRUST BLOCK","Type 7","","","DICL","375","","","","","","","","","","","","","","","","","","","","","Bend"
"","","","","","","","","","","PWG-TB-008","700.553","PWG","THRUST BLOCK","Type 7","","","DICL","375","","","","","","","","","","","","","","","","","","","","","Bend"
"","","","","","","","","","","PWG-TB-009","995.153","PWG","THRUST BLOCK","Type 5","","","DICL","375","","","","","","","","","","","","","","","","","","","","","Bend"
"","","","","","","","","","","PWG-TB-010","1488.93","PWG","THRUST BLOCK","Type 5","","","DICL","375","","","","","","","","","","","","","","","","","","","","","Bend"
"","","","","","","","","","","PWG-TB-011","1507.505","PWG","THRUST BLOCK","Type 7","","","DICL","375","","","","","","","","","","","","","","","","","","","","","Bend"
"","","","","","","","","","","PWG-TB-012","1570.993","PWG","THRUST BLOCK","Type 7","","","DICL","375","","","","","","","","","","","","","","","","","","","","","Bend"
"","","","","","","","","","","PWG-TB-013","1630.183","PWG","THRUST BLOCK","Type 5","","","DICL","375","","","","","","","","","","","","","","","","","","","","","Bend"
"","","","","","","","","","","PWG-TB-014","1906.136","PWG","THRUST BLOCK","Type 6","","","DICL","375","","","","","","","","","","","","","","","","","","","","","Bend"
"","","","","","","","","","","PWG-TB-015","2596.042","PWG","THRUST BLOCK","Type 6","","","DICL","375","","","","","","","","","","","","","","","","","","","","","Bend"
"","","","","","","","","","","PWG-TB-016","2691.626","PWG","THRUST BLOCK","Type 7","","","DICL","375","","","","","","","","","","","","","","","","","","","","","Bend"
"","","","","","","","","","","PWG-TB-017","2916.826","PWG","THRUST BLOCK","Type 9","","","DICL","375","","","","","","","","","","","","","","","","","","","","","Bend"
"","","","","","","","","","","PWG-TB-018","4005.999","PWG","THRUST BLOCK","Type 11","","","DICL","375","","","","","","","","","","","","","","","","","","","","","Bend"
"","","","","","","","","","","PWG-TB-019","5442.668","PWG","THRUST BLOCK","Type 11","","","DICL","375","","","","","","","","","","","","","","","","","","","","","Bend"
"","","","","","","","","","","PWG-TB-020","5475.997","PWG","THRUST BLOCK","Type 7","","","MSCL","450","","","","","","","","","","","","","","","","","","","","","Bend"
"","","","","","","","","","","PWG-TB-021","7122.979","PWG","THRUST BLOCK","Type 7","","","DICL","375","","","","","","","","","","","","","","","","","","","","","Bend"
"","","","","","","","","","","PWG-TB-022","7177.914","PWG","THRUST BLOCK","Type 6","","","DICL","375","","","","","","","","","","","","","","","","","","","","","Bend"
"","","","","","","","","","","PWG-TB-023","7542.564","PWG","THRUST BLOCK","Type 6","","","MSCL","450","","","","","","","","","","","","","","","","","","","","","Bend"
"","","","","","","","","","","PWG-TB-024","7546.037","PWG","THRUST BLOCK","Type 6","","","MSCL","450","","","","","","","","","","","","","","","","","","","","","Bend"
"","","","","","","","","","","PWG-TB-025","7583.581","PWG","THRUST BLOCK","Type 6","","","DICL","375","","","","","","","","","","","","","","","","","","","","","Bend"
"","","","","","","","","","","RHF-TB-001","","RHF ","THRUST BLOCK","RHF TYPE 1","","","","","","","","","","","","","","","","","","","","","","","","","Facility (RHF) - not in pipeline index"
"","","","","","","","","","","RHF-TB-002","","RHF ","THRUST BLOCK","RHF TYPE 1","","","","","","","","","","","","","","","","","","","","","","","","","Facility (RHF) - not in pipeline index"
"","","","","","","","","","","RHF-TB-003","","RHF ","THRUST BLOCK","RHF TYPE 3","","","","","","","","","","","","","","","","","","","","","","","","","Facility (RHF) - not in pipeline index"
"","","","","","","","","","","RHF-TB-004","","RHF ","THRUST BLOCK","RHF TYPE 2","","","","","","","","","","","","","","","","","","","","","","","","","Facility (RHF) - not in pipeline index"
"","","","","","","","","","","RHF-TB-005","","RHF ","THRUST BLOCK","RHF TYPE 1","","","","","","","","","","","","","","","","","","","","","","","","","Facility (RHF) - not in pipeline index"
"","","","","","","","","","","RHF-TB-006","","RHF ","THRUST BLOCK","RHF TYPE 4","","","","","","","","","","","","","","","","","","","","","","","","","Facility (RHF) - not in pipeline index"
"","","","","","","","","","","RHF-TB-007","","RHF ","THRUST BLOCK","RHF TYPE 4","","","","","","","","","","","","","","","","","","","","","","","","","Facility (RHF) - not in pipeline index"
"+","","","","","","","","","","RHF-TB-008","","RHF ","THRUST BLOCK","RHF TYPE 2","","","","","","","","","","","","","","","","","","","","","","","","","Facility (RHF) - not in pipeline index"
"","","","","","","","","","","RHF-TB-009","","RHF ","THRUST BLOCK","RHF TYPE 1","","","","","","","","","","","","","","","","","","","","","","","","","Facility (RHF) - not in pipeline index"
"","","","","","","","","","","RHF-TB-010","","RHF ","THRUST BLOCK","RHF TYPE 4","","","","","","","","","","","","","","","","","","","","","","","","","Facility (RHF) - not in pipeline index"
"","","","","","","","","","","RHF-TB-011","","RHF ","THRUST BLOCK","RHF TYPE 4","","","","","","","","","","","","","","","","","","","","","","","","","Facility (RHF) - not in pipeline index"
"","","","","","","","","","","RHF-TB-012","","RHF ","THRUST BLOCK","RHF TYPE 1","","","","","","","","","","","","","","","","","","","","","","","","","Facility (RHF) - not in pipeline index"
"","","","","","","","","","","RHF-TB-013","","RHF ","THRUST BLOCK","TYPE 1","","","","","","","","","","","","","","","","","","","","","","","","","Facility (RHF) - not in pipeline index"
"","","","","","","","","","","PWG-TB-026","7587.138","PWG","THRUST BLOCK","Type 6","","","DICL","375","","","","","","","","","","","","","","","","","","","","","Bend"
"","","","","","","","","","","PWG-TB-027","7618.704","PWG","THRUST BLOCK","Type 7","","","DICL","375","","","","","","","","","","","","","","","","","","","","","Bend"
"","","","","","","","","","","PWG-TB-028","7619.979","PWG","THRUST BLOCK","Type 11","","","DICL","375","","","","","","","","","","","","","","","","","","","","","Bend"
"","","","","","","","","","","PWG-TB-029","7646.073","PWG","THRUST BLOCK","Type 11","","","DICL","375","","","","","","","","","","","","","","","","","","","","","Bend"
"","","","","","","","","","","PWG-TB-030","7862.684","PWG","THRUST BLOCK","Type 7","","","DICL","375","","","","","","","","","","","","","","","","","","","","","Bend"
"","","","","","","","","","","PWG-TB-031","7910.66","PWG","THRUST BLOCK","Type 7","","","DICL","375","","","","","","","","","","","","","","","","","","","","","Bend"
"","","","","","","","","","","PWG-TB-032","7957.939","PWG","THRUST BLOCK","Type 7","","","DICL","375","","","","","","","","","","","","","","","","","","","","","Bend"
"","","","","","","","","","","PWG-TB-033","7973.15","PWG","THRUST BLOCK","Type 7","","","DICL","375","","","","","","","","","","","","","","","","","","","","","Bend"
"","","","","","","","","","","PWG-TB-034","8109.465","PWG","THRUST BLOCK","Type 7","","","DICL","375","","","","","","","","","","","","","","","","","","","","","Bend"
"","","","","","","","","","","PWG-TB-035","8202.694","PWG","THRUST BLOCK","Type 7","","","DICL","375","","","","","","","","","","","","","","","","","","","","","Bend"
"","","","","","","","","","","PWG-TB-036","8245.381","PWG","THRUST BLOCK","Type 7","","","DICL","375","","","","","","","","","","","","","","","","","","","","","Bend"
"","","","","","","","","","","PWG-TB-037","8288.124","PWG","THRUST BLOCK","Type 6","","","DICL","375","","","","","","","","","","","","","","","","","","","","","Bend"
"","","","","","","","","","","PWG-TB-038","8465.757","PWG","THRUST BLOCK","Type 9","","","MSCL","450","","","","","","","","","","","","","","","","","","","","","Bend"
"","","","","","","","","","","PWG-TB-039","8481.865","PWG","THRUST BLOCK","Type 4","","","DICL","375","","","","","","","","","","","","","","","","","","","","","Bend"
"","","","","","","","","","","PWG-TB-040","8485.834","PWG","THRUST BLOCK","Type 6","","","DICL","375","","","","","","","","","","","","","","","","","","","","","Bend"
"","","","","","","","","","","PWG-TB-041","8545.354","PWG","THRUST BLOCK","Type 6","","","DICL","375","","","","","","","","","","","","","","","","","","","","","Bend"
"","","","","","","","","","","PWG-TB-042","8547.89","PWG","THRUST BLOCK","Type 6","","","DICL","375","","","","","","","","","","","","","","","","","","","","","Bend"
"","","","","","","","","","","PWG-TB-043","9455.661","PWG","THRUST BLOCK","Type 7","","","DICL","375","","","","","","","","","","","","","","","","","","","","","Bend"
"","","","","","","","","","","PWG-TB-044","10741.055","PWG","THRUST BLOCK","Type 7","","","DICL","375","","","","","","","","","","","","","","","","","","","","","Bend"
"","","","","","","","","","","PWG-TB-045","10780.713","PWG","THRUST BLOCK","Type 7","","","DICL","375","","","","","","","","","","","","","","","","","","","","","Bend"
"","","","","","","","","","","PWG-TB-046","11468.159","PWG","THRUST BLOCK","Type 7","","","DICL","375","","","","","","","","","","","","","","","","","","","","","Bend"
"","","","","","","","","","","PWG-TB-047","11759.158","PWG","THRUST BLOCK","Type 7","","","DICL","375","","","","","","","","","","","","","","","","","","","","","Bend"
"","","","","","","","","","","PWG-TB-048","11768.094","PWG","THRUST BLOCK","Type 7","","","DICL","375","","","","","","","","","","","","","","","","","","","","","Bend"
"","","","","","","","","","","PWG-TB-049","11773.094","PWG","THRUST BLOCK","Type 7","","","DICL","375","","","","","","","","","","","","","","","","","","","","","Bend"
