"Col2","Located","C&G","TRENCH","Surveyors PtNo","E","N","Z","Survey Code","Actual Chainage","Col13","Asset Id","Drawing","Pipeline Section","KP","Utility Type","Notes , Not on Plan","Operator","Location","Material","Size (mm)","ID","Proven to Underside of Service","Test Point","C&G Code","Trench Code","Proposed Crossing Method","Parallel or Crossed","Design Drawing","DBYD SEQ","Separation (m) (Minimum 600mm clearance to underside of asse","Asset DOC (m)","Pipeline DOC (m)","Depth to Underside of Asset (m)","Crossover","Within","Permit to Excavate Near Assets Required?","Permit/Notification Date"
"","","","","","","","","","","PWG ","PWG-TS-0011","D-DWG-PWG-014","","9358.4","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PWG ","PWG-TS-0012","D-DWG-PWG-014","","9371.9","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PWG ","PWG-TS-0013","D-DWG-PWG-015","","9810.2","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PWG ","PWG-TS-0014","D-DWG-PWG-015","","9825.8","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PWG ","PWG-TS-0015","D-DWG-PWG-015","","9841.4","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PWG ","PWG-TS-0016","D-DWG-PWG-016","","11111.31","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PWG ","PWG-TS-0017","D-DWG-PWG-016","","11118.61","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PWG ","PWG-TS-0018","D-DWG-PWG-016","","11125.91","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PWG ","PWG-TS-0019","D-DWG-PWG-017","","11305.8","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PWG ","PWG-TS-0020","D-DWG-PWG-017","","11318.5","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PWG ","PWG-TS-0021","D-DWG-PWG-017","","11331.2","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PWG ","PWG-TS-0022","D-DWG-PWG-020","","13376.5","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PWG ","PWG-TS-0023","D-DWG-PWG-020","","13384.4","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PWG ","PWG-TS-0024","D-DWG-PWG-020","","13392.3","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PWG ","PWG-TS-0025","D-DWG-PWG-021","","14244.2","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PWG ","PWG-TS-0026","D-DWG-PWG-021","","14254.6","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PWG ","PWG-TS-0027","D-DWG-PWG-021","","14577.5","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PWG ","PWG-TS-0028","D-DWG-PWG-021","","14588.8","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PWG ","PWG-TS-0029","D-DWG-PWG-021","","14600.1","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PWG ","PWG-TS-0030","D-DWG-PWG-021","","14611.4","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PWG ","PWG-TS-0031","D-DWG-PWG-021","","14622.7","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PWG ","PWG-TS-0032","D-DWG-PWG-027","","18779.3","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PWG ","PWG-TS-0033","D-DWG-PWG-036","","25025.6","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PWG ","PWG-TS-0034","D-DWG-PWG-036","","25039.6","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PWG ","PWG-TS-0035","D-DWG-PWG-036","","25053.6","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PWG ","PWG-TS-0036","D-DWG-PWG-036","","25067.6","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
