"Record Key","Pipe Type","Trench Complete (m)","Pipe Laid (m)","As At Date","Updated By","Notes"
"PWG-TT-0009","","","","","",""
"PWG-TT-0010","","","","","",""
"PWG-TT-0011","","","","","",""
"PWG-TT-0012","","","","","",""
"PWG-TT-0013","","","","","",""
"PWG-TT-0014","","","","","",""
"PWG-TT-0015","","","","","",""
"PWG-TT-0016","","","","","",""
"PWG-TT-0017","","","","","",""
"PWG-TT-0018","","","","","",""
"PWG-TT-0019","","","","","",""
"PWG-TT-0020","","","","","",""
"PWG-TT-0021","","","","","",""
"PWG-TT-0022","","","","","",""
"PWG-TT-0023","","","","","",""
"PWG-TT-0024","","","","","",""
"PWG-TT-0025","","","","","",""
"PWG-TT-0026","","","","","",""
"PWG-TT-0027","","","","","",""
"PWG-TT-0028","","","","","",""
"PWG-TT-0029","","","","","",""
"PWG-TT-0030","","","","","",""
"PWG-TT-0031","","","","","",""
"PWG-TT-0032","","","","","",""
"PWG-TT-0033","","","","","",""
"PWG-TT-0034","","","","","",""
"PWG-TT-0035","","","","","",""
"PWG-TT-0036","","","","","",""
"PWG-TT-0037","","","","","",""
"PWG-TT-0038","","","","","",""
"PWG-TT-0039","","","","","",""
"PWG-TT-0040","","","","","",""
"PWG-TT-0041","","","","","",""
"PWG-TT-0042","","","","","",""
"PWG-TT-0043","","","","","",""
"PWG-TT-0044","","","","","",""
"PWG-TT-0045","","","","","",""
"PWG-TT-0046","","","","","",""
"PWG-TT-0047","","","","","",""
"PWG-TT-0048","","","","","",""
"PWG-TT-0049","","","","","",""
"PWG-TT-0050","","","","","",""
"PWG-TT-0051","","","","","",""
"PWG-TT-0052","","","","","",""
"PWG-TT-0053","","","","","",""
"PWG-TT-0054","","","","","",""
"PWG-TT-0055","","","","","",""
"PWG-TT-0056","","","","","",""
"PWG-TT-0057","","","","","",""
"PWG-TT-0058","","","","","",""
"PWG-TT-0059","","","","","",""
"PWG-TT-0060","","","","","",""
"PWG-TT-0061","","","","","",""
"PWG-TT-0062","","","","","",""
"PWG-TT-0063","","","","","",""
"PWG-TT-0064","","","","","",""
"PWG-TT-0065","","","","","",""
"PWG-TT-0066","","","","","",""
"PWG-TT-0067","","","","","",""
"PWG-TT-0068","","","","","",""
"PWG-TT-0069","","","","","",""
"PWG-TT-0070","","","","","",""
"PWG-TT-0071","","","","","",""
"PWG-TT-0072","","","","","",""
"PWG-TT-0073","","","","","",""
"PWG-TT-0074","","","","","",""
"PWG-TT-0075","","","","","",""
"PWG-TT-0076","","","","","",""
"PWG-TT-0077","","","","","",""
"PWG-TT-0078","","","","","",""
"PWG-TT-0079","","","","","",""
"PWG-TT-0080","","","","","",""
"PWG-TT-0081","","","","","",""
"PWG-TT-0082","","","","","",""
"PWG-TT-0083","","","","","",""
"PWG-TT-0084","","","","","",""
"PWG-TT-0085","","","","","",""
"PWG-TT-0086","","","","","",""
"PWG-TT-0087","","","","","",""
"PWG-TT-0088","","","","","",""
"PWG-TT-0089","","","","","",""
"PWG-TT-0090","","","","","",""
"PWG-TT-0091","","","","","",""
"PWG-TT-0092","","","","","",""
"PWG-TT-0093","","","","","",""
"PWG-TT-0094","","","","","",""
"PWG-TT-0095","","","","","",""
"PWG-TT-0096","","","","","",""
"PWG-TT-0097","","","","","",""
"PWG-TT-0098","","","","","",""
"PWG-TT-0099","","","","","",""
"PWG-TT-0100","","","","","",""
"PWG-TT-0101","","","","","",""
"PWG-TT-0102","","","","","",""
"PWG-TT-0103","","","","","",""
"PWG-TT-0104","","","","","",""
"PWG-TT-0105","","","","","",""
