"Record Key","Pipe Type","Trench Complete (m)","Pipe Laid (m)","As At Date","Updated By","Notes"
"PHW-TT-0001","","","","","",""
"PHW-TT-0002","","","","","",""
"PHW-TT-0003","","","","","",""
"PHW-TT-0004","","","","","",""
"PHW-TT-0005","","","","","",""
"PHW-TT-0006","","","","","",""
"PHW-TT-0007","","","","","",""
"PHW-TT-0008","","","","","",""
"PHW-TT-0009","","","","","",""
"PHW-TT-0010","","","","","",""
"PHW-TT-0011","","","","","",""
"PHW-TT-0012","","","","","",""
"PHW-TT-0013","","","","","",""
"PHW-TT-0014","","","","","",""
"PHW-TT-0015","","","","","",""
"PHW-TT-0016","","","","","",""
"PHW-TT-0017","","","","","",""
"PHW-TT-0018","","","","","",""
"PHW-TT-0019","","","","","",""
"PHW-TT-0020","","","","","",""
"PHW-TT-0021","","","","","",""
"PHW-TT-0022","","","","","",""
"PHW-TT-0023","","","","","",""
"PHW-TT-0024","","","","","",""
"PHW-TT-0025","","","","","",""
"PHW-TT-0026","","","","","",""
"PHW-TT-0027","","","","","",""
"PHW-TT-0028","","","","","",""
"PHW-TT-0029","","","","","",""
"PHW-TT-0030","","","","","",""
"PHW-TT-0031","","","","","",""
"PHW-TT-0032","","","","","",""
"PHW-TT-0033","","","","","",""
"PHW-TT-0034","","","","","",""
"PHW-TT-0035","","","","","",""
"PHW-TT-0036","","","","","",""
"PHW-TT-0037","","","","","",""
"PHW-TT-0038","","","","","",""
"PHW-TT-0039","","","","","",""
"PHW-TT-0040","","","","","",""
"PHW-TT-0041","","","","","",""
"PHW-TT-0042","","","","","",""
"PHW-TT-0043","","","","","",""
"PHW-TT-0044","","","","","",""
"PHW-TT-0045","","","","","",""
"PHW-TT-0046","","","","","",""
"PHW-TT-0047","","","","","",""
"PHW-TT-0048","","","","","",""
"PHW-TT-0049","","","","","",""
"PHW-TT-0050","","","","","",""
"PHW-TT-0051","","","","","",""
"PHW-TT-0052","","","","","",""
"PHW-TT-0053","","","","","",""
"PHW-TT-0054","","","","","",""
"PHW-TT-0055","","","","","",""
"PHW-TT-0056","","","","","",""
"PHW-TT-0057","","","","","",""
"PHW-TT-0058","","","","","",""
"PHW-TT-0059","","","","","",""
"PHW-TT-0060","","","","","",""
"PHW-TT-0061","","","","","",""
"PHW-TT-0062","","","","","",""
"PHW-TT-0063","","","","","",""
"PHW-TT-0064","","","","","",""
"PHW-TT-0065","","","","","",""
"PHW-TT-0066","","","","","",""
"PHW-TT-0067","","","","","",""
"PHW-TT-0068","","","","","",""
"PHW-TT-0069","","","","","",""
"PHW-TT-0070","","","","","",""
"PHW-TT-0071","","","","","",""
"PHW-TT-0072","","","","","",""
"PHW-TT-0073","","","","","",""
"PHW-TT-0074","","","","","",""
"PHW-TT-0075","","","","","",""
"PHW-TT-0076","","","","","",""
"PHW-TT-0077","","","","","",""
"PHW-TT-0078","","","","","",""
"PHW-TT-0079","","","","","",""
"PHW-TT-0080","","","","","",""
"PHW-TT-0081","","","","","",""
"PHW-TT-0082","","","","","",""
"PHW-TT-0083","","","","","",""
"PHW-TT-0084","","","","","",""
"PHW-TT-0085","","","","","",""
"PHW-TT-0086","","","","","",""
"PHW-TT-0087","","","","","",""
"PHW-TT-0088","","","","","",""
"PHW-TT-0089","","","","","",""
"PHW-TT-0090","","","","","",""
"PHW-TT-0091","","","","","",""
"PHW-TT-0092","","","","","",""
"PHW-TT-0093","","","","","",""
"PHW-TT-0094","","","","","",""
"PHW-TT-0095","","","","","",""
"PHW-TT-0096","","","","","",""
"PHW-TT-0097","","","","","",""
"PHW-TT-0098","","","","","",""
"PHW-TT-0099","","","","","",""
"PHW-TT-0100","","","","","",""
"PHW-TT-0101","","","","","",""
"PHW-TT-0102","","","","","",""
"PWG-TT-0001","","","","","",""
"PWG-TT-0002","","","","","",""
"PWG-TT-0003","","","","","",""
"PWG-TT-0004","","","","","",""
"PWG-TT-0005","","","","","",""
"PWG-TT-0006","","","","","",""
"PWG-TT-0007","","","","","",""
"PWG-TT-0008","","","","","",""
