"Asset Id","Pipeline Section","KP","Utility Description","Utility Type","Operator","Size (mm)","Info Source","Drawing","Drawing (superseded)","Included in Current Plan","Comments","Source Row"
"PWG-DR-0002","PWG","2217","PUP DRAINAGE DN900x450","DRAINAGE","","900 x 450","PUP","D-DWG-PWG-004.2","","Yes","","178"
"PWG-DR-0003","PWG","2494","PUP DRAINAGE DN450","DRAINAGE","","450","PUP","D-DWG-PWG-004.2","","Yes","","179"
"PWG-SW-0004","PWG","2556","BYDA SEWER DN250","SEWER","","250","BYDA","D-DWG-PWG-004.2","","Yes","","180"
"PWG-DR-0004","PWG","2560","PUP DRAINAGE DN600","DRAINAGE","","600","PUP","D-DWG-PWG-004.2","","Yes","","181"
"PWG-WA-0001","PWG","2578","BYDA WATER DN150","WATER","","150","BYDA","D-DWG-PWG-004.2","","Yes","","182"
"PWG-EL-0006","PWG","2744","PUP ELECTRICITY","ELECTRICITY","","","PUP","D-DWG-PWG-004.2","D-DWG-PWG-004_C","Yes","","183"
"PWG-WA-0002","PWG","2754","BYDA TRC WATER DN100","WATER","Toowoomba Regional Council","100","BYDA","D-DWG-PWG-004.2","","Yes","","184"
"PWG-CM-0007","PWG","2754","BYDA TELSTRA COMMS DN100","COMMUNICATIONS","Telstra","100","BYDA","D-DWG-PWG-004.2","","Yes","","185"
"PWG-CM-0008","PWG","2754","BYDA TELSTRA COMMS DN100","COMMUNICATIONS","Telstra","100","BYDA","D-DWG-PWG-004.2","","Yes","","186"
"PWG-CM-0009","PWG","2754","BYDA NBN COMMS DN30","COMMUNICATIONS","NBN Co","30","BYDA","D-DWG-PWG-004.2","","Yes","","187"
"PWG-CM-0010","PWG","2754","BYDA NBN COMMS DN30","COMMUNICATIONS","NBN Co","30","BYDA","D-DWG-PWG-004.2","","Yes","","188"
"PWG-CM-0011","PWG","2754","BYDA NBN COMMS DN30","COMMUNICATIONS","NBN Co","30","BYDA","D-DWG-PWG-004.2","","Yes","","189"
"PWG-CM-0012","PWG","2754","BYDA NBN COMMS DN30","COMMUNICATIONS","NBN Co","30","BYDA","D-DWG-PWG-004.2","","Yes","","190"
"PWG-CM-0013","PWG","2754","BYDA NBN COMMS DN30","COMMUNICATIONS","NBN Co","30","BYDA","D-DWG-PWG-004.2","","Yes","","191"
"PWG-CM-0014","PWG","2754","BYDA NBN COMMS DN30","COMMUNICATIONS","NBN Co","30","BYDA","D-DWG-PWG-004.2","","Yes","","192"
"PWG-EL-0007","PWG","2763","PUP ELECTRICITY","ELECTRICITY","","","PUP","D-DWG-PWG-004.2","","Yes","","193"
"PWG-WA-0003","PWG","2763","BYDA WATER DN200","WATER","","200","BYDA","D-DWG-PWG-004.2","","Yes","","194"
"PWG-WA-0004","PWG","2763","BYDA TRC WATER","WATER","Toowoomba Regional Council","","BYDA","D-DWG-PWG-004.2","","Yes","","195"
"PWG-EL-0008","PWG","2763","PUP ELECTRICITY","ELECTRICITY","","","PUP","D-DWG-PWG-004.2","","Yes","","196"
"PWG-EL-0009","PWG","2768","BYDA ELECTRICITYELD LV","ELECTRICITY","","","BYDA","D-DWG-PWG-004.2","D-DWG-PWG-004_C","Yes","","197"
"PWG-SW-0005","PWG","2771","BYDA TRC SEWER DN110","SEWER","Toowoomba Regional Council","110","BYDA","D-DWG-PWG-004.2","","Yes","","198"
"PWG-EL-0010","PWG","2771","BYDA ELECTRICITY UGD DN50","ELECTRICITY","","50","BYDA","D-DWG-PWG-004.2","","Yes","","199"
"PWG-SW-0006","PWG","2773","BYDA TRC SEWER DN63","SEWER","Toowoomba Regional Council","63","BYDA","D-DWG-PWG-004.2","","Yes","","200"
"PWG-SW-0007","PWG","2775","BYDA SEWER DN315","SEWER","","315","BYDA","D-DWG-PWG-004.2","","Yes","","201"
"PWG-SW-0008","PWG","2777","PUP SEWER DN150","SEWER","","150","PUP","D-DWG-PWG-004.2","","Yes","","202"
"PWG-CM-0015","PWG","2781","PUP COMMS DN100","COMMUNICATIONS","","100","PUP","D-DWG-PWG-004.2","","Yes","","203"
"PWG-CM-0016","PWG","2805","PUP COMMS DN50","COMMUNICATIONS","","50","PUP","D-DWG-PWG-005.2","","Yes","","204"
"PWG-SW-0009","PWG","2868","PUP SEWER DN150","SEWER","","150","PUP","D-DWG-PWG-005.2","","Yes","","205"
"PWG-FN-0005","PWG","2908","FENCE LINE NO POSTS - WIRES ONLY","FENCE","","","","D-DWG-PWG-005.2","","Yes","","206"
"PWG-FN-0006","PWG","3368","FENCE LINE NO POSTS - WIRES ONLY","FENCE","","","","D-DWG-PWG-005.2","","Yes","","207"
"PWG-FN-0007","PWG","4640","FENCE LINE NO POSTS - WIRES ONLY","FENCE","","","","D-DWG-PWG-007.2","D-DWG-PWG-007_C","Yes","","208"
"PWG-FN-0008","PWG","5448","FENCE LINE NO POSTS - WIRES ONLY","FENCE","","","","D-DWG-PWG-008.2","","Yes","","209"
"PWG-FN-0009","PWG","6505","FENCE LINE NO POSTS ","FENCE","","","","D-DWG-PWG-010.2","D-DWG-PWG-010_C","Yes","","210"
"PWG-CM-0017","PWG","7079","BYDA NEXTGEN COMMS DN50","COMMUNICATIONS","Nextgen","50","BYDA","D-DWG-PWG-011.2","","Yes","","211"
"PWG-FN-0010","PWG","7098","FENCE LINE NO POSTS - WIRES ONLY","FENCE","","","","D-DWG-PWG-011.2","","Yes","","212"
"PWG-FN-0011","PWG","7116","FENCE LINE NO POSTS - WIRES ONLY","FENCE","","","","D-DWG-PWG-011.2","","Yes","","213"
"PWG-FN-0012","PWG","7260","FENCE LINE NO POSTS - WIRES ONLY","FENCE","","","","D-DWG-PWG-011.2","D-DWG-PWG-011_C","Yes","","214"
"PWG-FN-0013","PWG","7577","FENCE LINE NO POSTS - WIRES ON","FENCE","","","","D-DWG-PWG-011.2","","Yes","","215"
"PWG-WA-0005","PWG","7609","BYDA WATER","WATER","","","BYDA","D-DWG-PWG-011.2","","Yes","","216"
"PWG-EL-0011","PWG","7609","PUP ELECTRICITY","ELECTRICITY","","","PUP","D-DWG-PWG-011.2","","Yes","","217"
"PWG-OI-0001","PWG","7633","BYDA OIL","OIL","","","BYDA","D-DWG-PWG-011.2","","Yes","","218"
"PWG-WA-0006","PWG","7820","UNKNOW WATER","WATER","","","","D-DWG-PWG-012.2","","Yes","","219"
"PWG-EL-0012","PWG","7826","PUP ELECTRICITY","ELECTRICITY","","","PUP","D-DWG-PWG-012.2","","Yes","","220"
"PWG-EL-0013","PWG","7826","PUP ELECTRICITY","ELECTRICITY","","","PUP","D-DWG-PWG-012.2","","Yes","","221"
"PWG-WA-0007","PWG","7854","BYDA WATER DN375","WATER","","375","BYDA","D-DWG-PWG-012.2","","Yes","","222"
"PWG-WA-0008","PWG","7915","BYDA WATER DN375","WATER","","375","BYDA","D-DWG-PWG-012.2","","Yes","","223"
"PWG-WA-0009","PWG","7953","BYDA WATER DN150","WATER","","150","BYDA","D-DWG-PWG-012.2","","Yes","","224"
"PWG-DR-0005","PWG","7953","PUP DRAINAGE DN200x500","DRAINAGE","","200 x 500","PUP","D-DWG-PWG-012.2","","Yes","","225"
"PWG-EL-0014","PWG","7958","PUP ELECTRICITY","ELECTRICITY","","","PUP","D-DWG-PWG-012.2","","Yes","","226"
"PWG-EL-0015","PWG","8041","PUP ELECTRICITY","ELECTRICITY","","","PUP","D-DWG-PWG-012.2","","Yes","","227"
"PWG-EL-0016","PWG","8042","PUP ELECTRICITY","ELECTRICITY","","","PUP","D-DWG-PWG-012.2","","Yes","","228"
"PWG-WA-0010","PWG","8067","BYDA WATER DN150","WATER","","150","BYDA","D-DWG-PWG-012.2","","Yes","","229"
"PWG-WA-0011","PWG","8117","BYDA WATER","WATER","","","BYDA","D-DWG-PWG-012.2","","Yes","","230"
"PWG-WA-0012","PWG","8220","BYDA WATER","WATER","","","BYDA","D-DWG-PWG-012.2","D-DWG-PWG-012_C","Yes","","231"
"PWG-EL-0017","PWG","8234","PUP ELECTRICITY","ELECTRICITY","","","PUP","D-DWG-PWG-012.2","","Yes","","232"
"PWG-WA-0013","PWG","8257","BYDA WATER","WATER","","","BYDA","D-DWG-PWG-012.2","","Yes","","233"
"PWG-EL-0018","PWG","8266","PUP ELECTRICITY","ELECTRICITY","","","PUP","D-DWG-PWG-012.2","","Yes","","234"
"PWG-WA-0014","PWG","8278","BYDA WATER DN150","WATER","","150","BYDA","D-DWG-PWG-012.2","","Yes","","235"
"PWG-CM-0018","PWG","8289","PUP COMMS DN300","COMMUNICATIONS","","300","PUP","D-DWG-PWG-012.2","","Yes","","236"
"PWG-EL-0019","PWG","8306","PUP ELECTRICITY","ELECTRICITY","","","PUP","D-DWG-PWG-012.2","","Yes","","237"
"PWG-WA-0015","PWG","8306","BYDA WATER","WATER","","","BYDA","D-DWG-PWG-012.2","","Yes","","238"
"PWG-EL-0020","PWG","8310","PUP ELECTRICITY","ELECTRICITY","","","PUP","D-DWG-PWG-012.2","","Yes","","239"
"PWG-CM-0019","PWG","8358","BYDA COMMS DN100","COMMUNICATIONS","","100","BYDA","D-DWG-PWG-012.2","","Yes","","240"
"PWG-CM-0020","PWG","8370","BYDA TELSTRA COMMS DN100","COMMUNICATIONS","Telstra","100","BYDA","D-DWG-PWG-012.2","","Yes","","241"
"PWG-CM-0021","PWG","8372","BYDA TELSTRA COMMS DN30","COMMUNICATIONS","Telstra","30","BYDA","D-DWG-PWG-012.2","","Yes","","242"
"PWG-WA-0016","PWG","8442","BYDA WATER ""SIZE TBC""","WATER","","TBC","BYDA","D-DWG-PWG-013.2","","Yes","","243"
"PWG-WA-0017","PWG","8487","BYDA WATER","WATER","","","BYDA","D-DWG-PWG-013.2","","Yes","","244"
"PWG-CM-0022","PWG","8489","BYDA TELSTRA COMMS DN100","COMMUNICATIONS","Telstra","100","BYDA","D-DWG-PWG-013.2","","Yes","","245"
"PWG-FN-0014","PWG","8491","FENCE LINE NO POSTS - WIRES ONLY","FENCE","","","","D-DWG-PWG-013.2","","Yes","","246"
"PWG-CM-0023","PWG","8532","PUP COMMS DN200 PVC","COMMUNICATIONS","","200","PUP","D-DWG-PWG-013.2","","Yes","","247"
"PWG-CM-0024","PWG","8577","BYDA NBN COMMS DN30","COMMUNICATIONS","NBN Co","30","BYDA","D-DWG-PWG-013.2","","Yes","","248"
"PWG-CM-0025","PWG","8596","BYDA NBN COMMS","COMMUNICATIONS","NBN Co","","BYDA","D-DWG-PWG-013.2","","Yes","","249"
"PWG-CM-0026","PWG","8597","PUP COMMS PVC","COMMUNICATIONS","","","PUP","D-DWG-PWG-013.2","","Yes","","250"
"PWG-WA-0018","PWG","8603","BYDA WATER DN150","WATER","","150","BYDA","D-DWG-PWG-013.2","","Yes","","251"
"PWG-SW-0010","PWG","8607","PUP SEWER DN150","SEWER","","150","PUP","D-DWG-PWG-013.2","","Yes","","252"
"PWG-SW-0011","PWG","8697","PUP SEWER DN315","SEWER","","315","PUP","D-DWG-PWG-013.2","","Yes","","253"
"PWG-CM-0027","PWG","9243","BYDA TELSTRA COMMS DN50 CONC COVER","COMMUNICATIONS","Telstra","50","BYDA","D-DWG-PWG-014.2","","Yes","","254"
"PWG-EL-0021","PWG","9561","PUP ELECTRICITY","ELECTRICITY","","","PUP","D-DWG-PWG-014.2","","Yes","","255"
"PWG-EL-0022","PWG","9585","PUP ELECTRICITY","ELECTRICITY","","","PUP","D-DWG-PWG-014.2","","Yes","","256"
"PWG-EL-0023","PWG","9585","PUP ELECTRICITY","ELECTRICITY","","","PUP","D-DWG-PWG-014.2","","Yes","","257"
"PWG-EL-0024","PWG","9788","PUP ELECTRICITY","ELECTRICITY","","","PUP","D-DWG-PWG-014.2","","Yes","","258"
"PWG-EL-0025","PWG","10298","PUP ELECTRICITY","ELECTRICITY","","","PUP","D-DWG-PWG-015.2","","Yes","","259"
"PWG-CM-0028","PWG","10433","BYDA TELSTRA COMMS DN50 CONC COVER","COMMUNICATIONS","Telstra","50","BYDA","D-DWG-PWG-015.2","","Yes","","260"
"PWG-CM-0029","PWG","10433","BYDA NBN COMMS DN30","COMMUNICATIONS","NBN Co","30","BYDA","D-DWG-PWG-015.2","","Yes","","261"
"PWG-CM-0030","PWG","10433","BYDA TELSTRACOMMS DN30","COMMUNICATIONS","Telstra","30","BYDA","D-DWG-PWG-015.2","","Yes","","262"
"PWG-EL-0026","PWG","10905","PUP ELECTRICITY","ELECTRICITY","","","PUP","D-DWG-PWG-016.2","","Yes","","263"
"PWG-EL-0027","PWG","11179","PUP ELECTRICITY","ELECTRICITY","","","PUP","D-DWG-PWG-016.2","","Yes","","264"
"PWG-EL-0028","PWG","11482","PUP ELECTRICITY","ELECTRICITY","","","PUP","D-DWG-PWG-017.2","","Yes","","265"
"PWG-CM-0031","PWG","11771","BYDA TELSTRA COMMS DN50 CONC COVER","COMMUNICATIONS","Telstra","50","BYDA","D-DWG-PWG-017.2","","Yes","","266"
"PWG-EL-0029","PWG","11771","PUP ELECTRICITY","ELECTRICITY","","","PUP","D-DWG-PWG-017.2","","Yes","","267"
"PWG-EL-0030","PWG","11969","PUP ELECTRICITY","ELECTRICITY","","","PUP","D-DWG-PWG-018.2","","Yes","","268"
"PWG-EL-0031","PWG","12094","PUP ELECTRICITY","ELECTRICITY","","","PUP","D-DWG-PWG-018.2","","Yes","","269"
"PWG-FN-0015","PWG","12214","FENCE LINE NO POSTS - WIRES ONLY","FENCE","","","","D-DWG-PWG-018.2","","Yes","","270"
"PWG-FN-0016","PWG","12273","FENCE LINE NO POSTS - WIRES ONLY","FENCE","","","","D-DWG-PWG-018.2","","Yes","","271"
"PWG-CM-0032","PWG","12307","BYDA NBN COMMS DN30","COMMUNICATIONS","NBN Co","30","BYDA","D-DWG-PWG-018.2","","Yes","","272"
"PWG-CM-0033","PWG","12307","BYDA NBN COMMS DN30","COMMUNICATIONS","NBN Co","30","BYDA","D-DWG-PWG-018.2","","Yes","","273"
"PWG-CM-0034","PWG","12320","BYDA TELSTRA COMMS DN35","COMMUNICATIONS","Telstra","35","BYDA","D-DWG-PWG-018.2","","Yes","","274"
"PWG-CM-0035","PWG","12322","BYDA NBN COMMS DN30","COMMUNICATIONS","NBN Co","30","BYDA","D-DWG-PWG-018.2","","Yes","","275"
"PWG-CM-0036","PWG","12322","BYDA NBN COMMS DN30","COMMUNICATIONS","NBN Co","30","BYDA","D-DWG-PWG-018.2","","Yes","","276"
"PWG-CM-0037","PWG","12322","BYDA NBN COMMS DN30","COMMUNICATIONS","NBN Co","30","BYDA","D-DWG-PWG-018.2","","Yes","","277"
"PWG-CM-0038","PWG","13228","BYDA TELSTRA COMMS DN50","COMMUNICATIONS","Telstra","50","BYDA","D-DWG-PWG-019.2","","Yes","","278"
"PWG-FN-0017","PWG","13375","FENCE LINE NO POSTS - WIRES ONLY","FENCE","","","","D-DWG-PWG-020.2","","Yes","","279"
"PWG-FN-0018","PWG","13375","FENCE LINE NO POSTS - WIRES ONLY","FENCE","","","","D-DWG-PWG-020.2","","Yes","","280"
"PWG-FN-0019","PWG","13375","FENCE LINE NO POSTS - WIRES ONLY","FENCE","","","","D-DWG-PWG-020.2","","Yes","","281"
"PWG-EL-0032","PWG","13380","PUP ELECTRICITY","ELECTRICITY","","","PUP","D-DWG-PWG-020.2","","Yes","","282"
"PWG-FN-0020","PWG","14071","FENCE LINE NO POSTS - WIRES ONLY","FENCE","","","","D-DWG-PWG-021.2","","Yes","","283"
"PWG-FN-0021","PWG","14136","FENCE - CHAINWIRE","FENCE","","","","D-DWG-PWG-021.2","","Yes","","284"
"PWG-FN-0022","PWG","14214","FENCE - CHAINWIRE","FENCE","","","","D-DWG-PWG-021.2","","Yes","","285"
"PWG-FN-0027","PWG","15528","FENCE LINE NO POSTS - WIRES ONLY","FENCE","","","","D-DWG-PWG-021.2","","Yes","","286"
"PWG-FN-0028","PWG","15528","FENCE LINE NO POSTS - WIRES ONLY","FENCE","","","","D-DWG-PWG-021.2","","Yes","","287"
"PWG-CM-0040","PWG","15533","BYDA TELSTRA COMMS DN20","COMMUNICATIONS","Telstra","20","BYDA","D-DWG-PWG-021.2","","Yes","","288"
"PWG-CM-0041","PWG","15566","BYDA TELSTRA COMMS DN20","COMMUNICATIONS","Telstra","20","BYDA","D-DWG-PWG-021.2","","Yes","","289"
"PWG-FN-0030","PWG","15571","FENCE LINE NO POSTS - WIRES ONLY","FENCE","","","","D-DWG-PWG-021.2","","Yes","","290"
"PWG-CM-0039","PWG","14877","BYDA TELSTRA COMMS DN20","COMMUNICATIONS","Telstra","20","BYDA","D-DWG-PWG-022.2","","Yes","","291"
"PWG-FN-0023","PWG","14883","FENCE - CHAINWIRE","FENCE","","","","D-DWG-PWG-022.2","","Yes","","292"
"PWG-FN-0024","PWG","15016","FENCE - CHAINWIRE","FENCE","","","","D-DWG-PWG-022.2","","Yes","","293"
"PWG-FN-0025","PWG","15340","FENCE - CHAINWIRE","FENCE","","","","D-DWG-PWG-022.2","","Yes","","294"
"PWG-CM-0042","PWG","15663","BYDA NBN COMMS DN30","COMMUNICATIONS","NBN Co","30","BYDA","D-DWG-PWG-022.2","","Yes","","295"
"PWG-CM-0043","PWG","15663","BYDA NBN COMMS DN30","COMMUNICATIONS","NBN Co","30","BYDA","D-DWG-PWG-022.2","","Yes","","296"
"PWG-FN-0026","PWG","15475","FENCE CHAINWIRE","FENCE","","","","D-DWG-PWG-023.2","","Yes","","297"
"PWG-FN-0029","PWG","15542","FENCE CHAINWIRE","FENCE","","","","D-DWG-PWG-023.2","","Yes","","298"
"PWG-FN-0031","PWG","15593","FENCE CHAINWIRE","FENCE","","","","D-DWG-PWG-023.2","","Yes","","299"
"PWG-EL-0033","PWG","16364","PUP ELECTRICITY","ELECTRICITY","","","PUP","D-DWG-PWG-024.2","","Yes","","300"
"PWG-FN-0032","PWG","16520","FENCE LINE NO POSTS ","FENCE","","","","D-DWG-PWG-024.2","D-DWG-PWG-024_C","Yes","","301"
"PWG-FN-0033","PWG","16930","FENCE LINE NO POSTS ","FENCE","","","","D-DWG-PWG-025.2","D-DWG-PWG-025_C","Yes","","302"
"PWG-EL-0034","PWG","16969","PUP ELECTRICITY","ELECTRICITY","","","PUP","D-DWG-PWG-025.2","","Yes","","303"
"PWG-CM-0044","PWG","16979","BYDA TELSTRA COMMS DN50","COMMUNICATIONS","Telstra","50","BYDA","D-DWG-PWG-025.2","","Yes","","304"
"PWG-EL-0035","PWG","17006","PUP ELECTRICITY","ELECTRICITY","","","PUP","D-DWG-PWG-025.2","","Yes","","305"
"PWG-EL-0036","PWG","17105","PUP ELECTRICITY","ELECTRICITY","","","PUP","D-DWG-PWG-025.2","","Yes","","306"
"PWG-CM-0045","PWG","18029","BYDA TELSTRA COMMS DN50","COMMUNICATIONS","Telstra","50","BYDA","D-DWG-PWG-026.2","","Yes","","307"
"PWG-EL-0037","PWG","18050","PUP ELECTRICITY","ELECTRICITY","","","PUP","D-DWG-PWG-026.2","","Yes","","308"
"PWG-CM-0046","PWG","18119","PUP COMMS DN50","COMMUNICATIONS","","50","PUP","D-DWG-PWG-026.2","","Yes","","309"
"PWG-EL-0038","PWG","18184","PUP ELECTRICITY","ELECTRICITY","","","PUP","D-DWG-PWG-026.2","","Yes","","310"
"PWG-CM-0047","PWG","18216","BYDA TELSTRA COMMS DN35","COMMUNICATIONS","Telstra","35","BYDA","D-DWG-PWG-027.2","","Yes","","311"
"PWG-EL-0039","PWG","19524","PUP ELECTRICITY","ELECTRICITY","","","PUP","D-DWG-PWG-028.2","","Yes","","312"
"PWG-EL-0040","PWG","19541","PUP ELECTRICITY","ELECTRICITY","","","PUP","D-DWG-PWG-028.2","","Yes","","313"
"PWG-CM-0048","PWG","19765","BYDA TELSTRA COMMS DN20","COMMUNICATIONS","Telstra","20","BYDA","D-DWG-PWG-029.2","","Yes","","314"
"PWG-EL-0041","PWG","20818","PUP ELECTRICITY","ELECTRICITY","","","PUP","D-DWG-PWG-030.2","","Yes","","315"
"PWG-EL-0042","PWG","20947","PUP ELECTRICITY","ELECTRICITY","","","PUP","D-DWG-PWG-030.2","","Yes","","316"
"PWG-EL-0043","PWG","21376","PUP ELECTRICITY","ELECTRICITY","","","PUP","D-DWG-PWG-031.2","","Yes","","317"
"PWG-EL-0044","PWG","21486","PUP ELECTRICITY","ELECTRICITY","","","PUP","D-DWG-PWG-031.2","","Yes","","318"
"PWG-EL-0045","PWG","22272","PUP ELECTRICITY","ELECTRICITY","","","PUP","D-DWG-PWG-032.2","","Yes","","319"
"PWG-EL-0046","PWG","22504","PUP ELECTRICITY","ELECTRICITY","","","PUP","D-DWG-PWG-033.2","","Yes","","320"
"PWG-EL-0047","PWG","22650","PUP ELECTRICITY","ELECTRICITY","","","PUP","D-DWG-PWG-033.2","","Yes","","321"
"PWG-EL-0048","PWG","24097","PUP ELECTRICITY","ELECTRICITY","","","PUP","D-DWG-PWG-035.2","","Yes","","322"
"PWG-EL-0049","PWG","24097","PUP ELECTRICITY","ELECTRICITY","","","PUP","D-DWG-PWG-035.2","","Yes","","323"
"PWG-EL-0050","PWG","24426","PUP ELECTRICITY","ELECTRICITY","","","PUP","D-DWG-PWG-035.2","","Yes","","324"
"PWG-EL-0051","PWG","24713","PUP ELECTRICITY","ELECTRICITY","","","PUP","D-DWG-PWG-036.2","","Yes","","325"
"PWG-EL-0052","PWG","24850","PUP ELECTRICITY","ELECTRICITY","","","PUP","D-DWG-PWG-036.2","","Yes","","326"
"PWG-EL-0053","PWG","24909","PUP ELECTRICITY","ELECTRICITY","","","PUP","D-DWG-PWG-036.2","","Yes","","327"
"PWG-EL-0054","PWG","25129","PUP ELECTRICITY","ELECTRICITY","","","PUP","D-DWG-PWG-036.2","","Yes","","328"
"PWG-WA-0019","PWG","25166","BYDA WATER DN100","WATER","","100","BYDA","D-DWG-PWG-036.2","","Yes","","329"
"PWG-EL-0055","PWG","25632","PUP ELECTRICITY","ELECTRICITY","","","PUP","D-DWG-PWG-037.2","","Yes","","330"
"PWG-WA-0020","PWG","26007","BYDA WATER DN150","WATER","","150","BYDA","D-DWG-PWG-038.2","","Yes","","331"
"PWG-CM-0049","PWG","26205","BYDA TELSTRA COMMS DN100","COMMUNICATIONS","Telstra","100","BYDA","D-DWG-PWG-038.2","","Yes","","332"
"PWG-EL-0056","PWG","26256","PUP ELECTRICITY","ELECTRICITY","","","PUP","D-DWG-PWG-038.2","","Yes","","333"
"PWG-WA-0021","PWG","26480","BYDA WATER DN100","WATER","","100","BYDA","D-DWG-PWG-038.2","","Yes","","334"
"PHW-EL-0003","PHW","2792","BYDA ELECTRICITY","ELECTRICITY","","","BYDA","","","Yes","","335"
